"","EDCS-ID","province","place","start_yr","end_yr_1","inscr_type1","inscr_type2","inscr_type3","...4","inscription","clean_text_interpretive_word","language","Latitude","Longitude","Material"
"924","EDCS-73600256","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"925","EDCS-73600257","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"926","EDCS-73600258","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"927","EDCS-73600259","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"928","EDCS-73600260","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"929","EDCS-73600261","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"930","EDCS-73600262","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"931","EDCS-73600263","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"932","EDCS-73600264","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"933","EDCS-73600265","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"934","EDCS-73600266","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"935","EDCS-73600267","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"936","EDCS-73600268","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"937","EDCS-73600269","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"938","EDCS-73600270","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"939","EDCS-73600271","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"940","EDCS-73600272","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"941","EDCS-73600273","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"942","EDCS-73600274","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"943","EDCS-73600275","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"944","EDCS-73600276","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"945","EDCS-73600277","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"946","EDCS-73600278","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"947","EDCS-73600279","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"948","EDCS-73600280","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"949","EDCS-73600281","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"950","EDCS-73600282","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"951","EDCS-73600291","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"952","EDCS-73600292","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"953","EDCS-73600293","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"954","EDCS-73600294","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"955","EDCS-73600295","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"956","EDCS-73600296","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"957","EDCS-73600297","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"958","EDCS-73600298","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"959","EDCS-73600299","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"960","EDCS-73600300","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"961","EDCS-73600301","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"962","EDCS-73600302","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"963","EDCS-73600303","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"964","EDCS-73600304","Arabia","Petra",NA,NA,"miliaria",NA,NA,NA,"?","",NA,30.3273975,35.4464006,"lapis"
"965","EDCS-03300875","Arabia","Qana / Qina",198,200,"tituli operum",NA,NA,NA,"Arab]/icus A[dia]/benicus p(ater) p(atriae) / pont(ifex) ma/ximus tri/b(unicia) potest(ate) im/p(erator) XI co(n)s(ul) II pr[o]/co(n)s(ul) et Imp(erator) / Caesar M(arcus) Aurelius An/toninus Aug(ustus) / [","Arabicus Adiabenicus pater patriae pontifex maximus tribunicia potestate imperator XI consul II proconsul et Imperator Caesar Marcus Aurelius Antoninus Augustus",NA,30.033333,35.45,NA
"966","EDCS-17700296","Arabia","Qana / Qina",NA,NA,"tituli sacri",NA,NA,NA,"I(ovi) O(ptimo) M(aximo) H(eliopolitano)","Iovi Optimo Maximo Heliopolitano",NA,30.033333,35.45,NA
"967","EDCS-78500050","Arabia","Qanawat / Canatha",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.7559772,36.6165217,"lapis"
"968","EDCS-78500051","Arabia","Qanawat / Canatha",NA,NA,"tituli operum",NA,NA,NA,NA,NA,"GR",32.7559772,36.6165217,"lapis"
"969","EDCS-67200373","Arabia","Qanawat / Canatha",101,200,NA,NA,NA,NA,NA,NA,"GR",32.7559772,36.6165217,"lapis"
"970","EDCS-21200190","Arabia","Qanawat / Canatha",212,212,"tituli honorarii","tituli sacri",NA,NA,"] / Brit{t}an(n)ico max(imo) / pont(ifici) m(aximo) trib(unicia) / p(otestate) XV imp(eratori) II / co(n)s(uli) III p(atri) p(atriae) pr(oconsuli) / M(arcus) Aur(elius) / Valerianus / |(centurio) leg(ionis) III Cyr(enaicae) / Antoninia/nae devotis/simus Numi/ni eius","Britannico maximo pontifici maximo tribunicia potestate XV imperatori II consuli III patri patriae proconsuli Marcus Aurelius Valerianus centurio legionis III Cyrenaicae Antoninianae devotissimus Numini eius",NA,32.7559772,36.6165217,NA
"971","EDCS-05000771","Arabia","Qasr Ayn es Sol",209,210,"miliaria",NA,NA,NA,"Imp(erator) Caes(ar) L(ucius) Septim(ius) / Severus Pius Pert(inax) / Aug(ustus) Arab(icus) Adiabe(nicus) Par/th(icus) max(imus) p(ater) p(atriae) pont(ifex) max(imus) / trib(unicia) pot(estate) XVIII co(n)s(ul) II/I proco(n)s(ul) [3] et / Imp(erator) Caes(ar) M(arcus) Aurel(ius) / Antoninus Pius / Aug(ustus) trib(unicia) pot(estate) XII(?) / co(n)s(ul) III proco(n)s(ul) [[et]] / [[Imp(erator) Caes(ar) P(ublius) Septim(ius)]] / [[Geta Pius Aug(ustus)]] / [[trib(unicia) pot(estate) II? co(n)s(ul) II proco(n)s(ul)]] / per Aur(elium) Aure[lianum] / leg(atum) eorum [pr(o) pr(aetore)] / co(n)s(ulem) des(ignatum) ab [Hamatha] / m(ilia) p(assuum) LXXX[3]","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pater patriae pontifex maximus tribunicia potestate XVIII consul III proconsul et Imperator Caesar Marcus Aurelius Antoninus Pius Augustus tribunicia potestate XII consul III proconsul et Imperator Caesar Publius Septimius Geta Pius Augustus tribunicia potestate II consul II proconsul per Aurelium Aurelianum legatum eorum pro praetore consulem designatum ab Hamatha milia passuum LXXX",NA,NA,NA,"lapis"
"972","EDCS-51701005","Arabia","Qasr Ayn es Sol",NA,NA,"miliaria",NA,NA,NA,"]E[3] / leg(atum) eoru[m 3] / [3] co(n)s(ul) des(ignatus) Aug(ustus) [3] / [3] m(ilia) p(assuum) LXXX[X 3] //","E legatum eorum consul designatus Augustus milia passuum LXXXX","GR",NA,NA,"lapis"
"973","EDCS-09401222","Arabia","Qasr Azraq / Basienis",NA,NA,NA,NA,NA,NA,"]DIV[3] / [3]RIAN vexill[atio(?) 3] / [3 leg(ionis?)] III Cyr[enaicae(?)","DIV RIAN vexillatio legionis III Cyrenaicae",NA,31.8801761,36.8272558,NA
"974","EDCS-05000770","Arabia","Qasr Azraq / Basienis",209,210,"miliaria",NA,NA,NA,"[3 per] / Aure[l(ium) Aurelianum] / leg(atum) eo[rum pr(o) pr(aetore)] / [co(n)s(ulem) des(ignatum) 3]","per Aurelium Aurelianum legatum eorum pro praetore consulem designatum",NA,31.8801761,36.8272558,"lapis"
"975","EDCS-24100186","Arabia","Qasr Azraq / Basienis",300,300,"tituli sacri",NA,NA,NA,"I(ovi) Invic[to Soli] / pro salute [e]t vict(oria) / Impp(eratorum) et / C(a)ess(arorum) / Ioviorum et / Herculiorum //","Iovi Invicto Soli pro salute et victoria Impperatorum et Caessarorum Ioviorum et Herculiorum","GR",31.8801761,36.8272558,NA
"976","EDCS-09401223","Arabia","Qasr Azraq / Basienis",333,333,"tituli honorarii","tituli operum",NA,NA,"[Salvo d(omino) n(ostro)] Constantino maxi/[mo victo]re ac triumfatore se/[mp(er) Aug(usto) e]t Constantino et / [Consta]ntio nn(o)bb(ilissimis) Caess(aribus) / [longa in]curia vetustate / [statione]m ruina conlapsam / [refeci i]ussit Fl(avius) Severinus / [","Salvo domino nostro Constantino maximo victore ac triumfatore semper Augusto et Constantino et Constantio nnobbilissimis Caessaribus longa incuria vetustate stationem ruina conlapsam refeci iussit Flavius Severinus",NA,31.8801761,36.8272558,NA
"977","EDCS-70100001","Arabia","Qasr Azraq / Basienis",333,333,"tituli honorarii","tituli operum",NA,NA,"Salvo d(omino) n(ostro) Con[stantino maximo victore] / ac triumfator[e semp(er) Aug(usto) et Constantino] / et Constantio [nobb(ilissimis) Caess(aribus) multo] / [an]te tempore [longa incur]ia vetus/[tate stationem] ruina conlapsam et / [suum praesid]ium (a)edificare iussit / [Fl(avius) Severin]us v(ir) p(erfectissimus) dux Orienti[s cur]ante V[in]/[centio pr]otec(tore) Divinum laterum / [anno Dalm]ati et Zenofili vv(irorum) c(larissimorum) c(onsulum)","Salvo domino nostro Constantino maximo victore ac triumfatore semper Augusto et Constantino et Constantio nobbilissimis Caessaribus multo ante tempore longa incuria vetustate stationem ruina conlapsam et suum praesidium aedificare iussit Flavius Severinus vir perfectissimus dux Orientis curante Vincentio protectore Divinum laterum anno Dalmati et Zenofili vvirorum clarissimorum consulum",NA,31.8801761,36.8272558,"lapis"
"978","EDCS-07400693","Arabia","Qasr Azraq / Basienis",NA,NA,"tituli operum",NA,NA,NA,"] / per mil(ites) fortiss(imos) suos / legg(ionum) XI l(audiae) et VII l(audiae) / et I Ita(licae) et IIII Fl(aviae) et / I Ill(yricorum) praetensione / col(l)iata mil(itibus) suis ex / leg(ione) III yr(enaica!) a Bostra / Dasianis m(ilia) XVI et / a Basienis Amata XXXII / et ab Amata Dymata / m(ilia) p(assuum) CCVIII","per milites fortissimos suos leggionum XI laudiae et VII laudiae et I Italicae et IIII Flaviae et I Illyricorum praetensione colliata militibus suis ex legione III yrenaica a Bostra Dasianis milia XVI et a Basienis Amata XXXII et ab Amata Dymata milia passuum CCVIII",NA,31.8801761,36.8272558,NA
"979","EDCS-07400694","Arabia","Qasr Azraq / Basienis",208,209,"tituli operum",NA,NA,NA,"Imp(erator) Caes(ar) L(ucius) Septim(ius) / [Se]verus Pius Pert(inax) / Aug(ustus) Arab(icus) Adiabe(nicus) Par/th(icus) max(imus) p(ater) p(atriae) pont(ifex) max(imus) / trib(unicia) pot(estate) [X]V[IIII] co(n)s(ul) II/I proco(n)s(ul) et / Imp(erator) Caes(ar) Aug(ustus) M(arcus) Aurel(ius) / Antoninus Pius / Aug(ustus) trib(unicia) pot(estate) X[II(?)] co(n)s(ul) III proco(n)s(ul)","Imperator Caesar Lucius Septimius Severus Pius Pertinax Augustus Arabicus Adiabenicus Parthicus maximus pater patriae pontifex maximus tribunicia potestate XVIIII consul III proconsul et Imperator Caesar Augustus Marcus Aurelius Antoninus Pius Augustus tribunicia potestate XII consul III proconsul",NA,31.8801761,36.8272558,NA
"980","EDCS-07400691","Arabia","Qasr Azraq / Basienis",333,333,"tituli honorarii",NA,NA,NA,"Salvo d(omino) n(ostro) Con[stantino maximo victore] / ac triumfator[e semper Aug(usto) et Constantino] / et Constantio [nobb(ilissimis) Caess(aribus) 3] / [3] tempore [","Salvo domino nostro Constantino maximo victore ac triumfatore semper Augusto et Constantino et Constantio nobbilissimis Caessaribus tempore",NA,31.8801761,36.8272558,NA
"981","EDCS-70100002","Arabia","Qasr Azraq / Basienis",333,333,"tituli honorarii","tituli operum",NA,NA,"[Perpetuae victoriae ddd(ominorum)] nnn(ostrorum) Constantini / [maximi victoris ac trium]fatoris semp(er) Aug(usti) et / [Constantini et Const]anti nobb(ilissimorum) Caess(arum) / [veterem stationem] Amatham olim ne[g]lectam / [et ruina conlapsam] restaurari iussit Fl(avius) Seve/[rinus v(ir) p(erfectissimus) dux Orienti]s curante Vincentio / [protec(tore) anno Dalma]ti et Zenofili vv(irorum) cc(larissimorum) co(n)s(ulum)","Perpetuae victoriae dddominorum nnnostrorum Constantini maximi victoris ac triumfatoris semper Augusti et Constantini et Constanti nobbilissimorum Caessarum veterem stationem Amatham olim neglectam et ruina conlapsam restaurari iussit Flavius Severinus vir perfectissimus dux Orientis curante Vincentio protectore anno Dalmati et Zenofili vvirorum cclarissimorum consulum",NA,31.8801761,36.8272558,NA
"982","EDCS-78300289","Arabia","Qasr el-Hallabat / Qasr al Hallabat",500,518,"leges",NA,NA,NA,NA,NA,"GR",32.092841,36.3279389,"lapis"
"983","EDCS-57500038","Arabia","Qasr el-Hallabat / Qasr al Hallabat",NA,NA,"tituli honorarii","tituli operum",NA,NA,"Pro salute domini Imp(eratoris) / Aug(usti) n(ostri) M(arci) Aureli Antonini Pii / Felicis Arabici Adiab(enici) Parthici / Brit{t}an(n)ici maximi castellum nov/um aedificaverunt mil(ites) c(o)h(ortium) VI Hisp(anorum) I Thrac(um) / V Afr(orum) Sev(e)r(ianae) III T(h)r(acum?) per urnium Iulianum leg(atum) / Aug(usti) pr(o) pr(aetore)","Pro salute domini Imperatoris Augusti nostri Marci Aureli Antonini Pii Felicis Arabici Adiabenici Parthici Britannici maximi castellum novum aedificaverunt milites cohortium VI Hispanorum I Thracum V Afrorum Severianae III Thracum per urnium Iulianum legatum Augusti pro praetore",NA,32.092841,36.3279389,NA
"984","EDCS-03300876","Arabia","Quweira",293,305,"tituli honorarii",NA,NA,NA,"[Imp(eratori) Cae]sari / [C(aio) Aurel]io Valerio / [Diocle]tiano P(io) [F(elici)] / [e]t M(arco) A[u]r[e]/[li]o [Valerio Max]imiano / [6] / [Galeri]o V[a]le[rio] / [Maxim]ia[no] / [no]bili[ssimis] / [Ca]esari[bus] / [","Imperatori Caesari Caio Aurelio Valerio Diocletiano Pio Felici et Marco Aurelio Valerio Maximiano Galerio Valerio Maximiano nobilissimis Caesaribus",NA,29.8040544,35.3082572,NA
"985","EDCS-03300878","Arabia","Quweira",112,112,"tituli operum","tituli sacri",NA,NA,"Imp(erator) [Caes(ar)] / divi Ne[r]va[e f(ilius) Nerva] / Traianus [Aug(ustus) Germ(anicus)] / [Da]ci[c]us [","Imperator Caesar divi Nervae filius Nerva Traianus Augustus Germanicus Dacicus",NA,29.8040544,35.3082572,NA
"986","EDCS-31400521","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"Imp(eratori) C[aes(ari) C(aio) Valerio Diocletiano Pio] Felici / Inv[icto Augusto restitutori orbis al]terius / trib(unicia) [pot(estate) 3]I[ // Imp(eratori) Caes(ari) M(arco) Au[relio] Maximiano P(io) F(elici) / Invicto [","Imperatori Caesari Caio Valerio Diocletiano Pio Felici Invicto Augusto restitutori orbis alterius tribunicia potestate I Imperatori Caesari Marco Aurelio Maximiano Pio Felici Invicto",NA,31.2692159,35.737769,"lapis"
"987","EDCS-73600224","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"988","EDCS-73600225","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"989","EDCS-73600226","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"990","EDCS-73600227","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"991","EDCS-73600228","Arabia","Rabbat-Moab / Rabba / Areopolis",NA,NA,"miliaria",NA,NA,NA,"?","",NA,31.2692159,35.737769,"lapis"
"992","EDCS-78500055","Arabia","Radeime",345,355,"tituli honorarii",NA,NA,NA,NA,NA,"GR",NA,NA,"lapis"
"993","EDCS-78500056","Arabia","Radeime",349,350,"tituli honorarii",NA,NA,NA,NA,NA,"GR",NA,NA,"lapis"
"994","EDCS-78500057","Arabia","Radeime",303,305,"miliaria",NA,NA,NA,NA,NA,"GR",NA,NA,"lapis"
"995","EDCS-78500058","Arabia","Rama",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,NA,"GR",15.500975,44.368357,"lapis"
"996","EDCS-49000036","Arabia","Rama",NA,NA,"tituli sacri",NA,NA,NA,NA,NA,"GR",15.500975,44.368357,"lapis"
"997","EDCS-03000830","Arabia","Sarabit al Mahattah",212,213,"tituli operum",NA,NA,NA,"Imp(erator) Caesar M(arcus) / Aur(elius) Antoninus / Pius Felix Aug(ustus) Parthic(us) / max(imus) Britannic(us) max(imus) / pontifex max(imus) trib(unicia) / pot(estate) XVI imp(erator) II co(n)s(ul) IIII / p(ater) p(atriae) proco(n)s(ul) vias et / pontes restituit / a Hesb(unte) m(ilia) VI","Imperator Caesar Marcus Aurelius Antoninus Pius Felix Augustus Parthicus maximus Britannicus maximus pontifex maximus tribunicia potestate XVI imperator II consul IIII pater patriae proconsul vias et pontes restituit a Hesbunte milia VI",NA,NA,NA,NA
"998","EDCS-17700661","Arabia","Shahba / Shehba / Schuhba / Philippopolis",247,249,"tituli honorarii",NA,NA,NA,"Iul(io) Prisco / v(iro) m(inentissimo) fratri / et patru[o] dd(ominorum) / nn(ostrorum) Philipporum / Augg(ustorum) et praef(ecto) praet(orio) rect(o)riq(ue) / Orientis Trebo/nius Sossianus / p(rimus) p(ilus) domo col(onia) Hel(iopoli?) / devotus Numi/ni maiestatiq(ue) / eorum","Iulio Prisco viro minentissimo fratri et patruo ddominorum nnostrorum Philipporum Auggustorum et praefecto praetorio rectori que Orientis Trebonius Sossianus primus pilus domo colonia Heliopoli devotus Numini maiestati que eorum",NA,32.8529319,36.6298883,"lapis"
"999","EDCS-78500046","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,NA,"GR",32.8529319,36.6298883,"lapis"
"1000","EDCS-29900171","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,"tituli honorarii","tituli sacri",NA,NA,"C(aio) / Iul(io) Prisco / v(iro) (e)m(inentissimo) fratri / et patru[o] dd(ominorum) / nn(ostrorum) Philipporum / Augg(ustorum) et praef(ecto) / praet(orio) rect(o)riq(ue) / Orientis Trebo/nius Sossianus / p(rimus) p(ilus) domo col(onia) Hel(iopoli) / devotus Numini maiestatiq(ue) / eorum","Caio Iulio Prisco viro eminentissimo fratri et patruo ddominorum nnostrorum Philipporum Auggustorum et praefecto praetorio rectori que Orientis Trebonius Sossianus primus pilus domo colonia Heliopoli devotus Numini maiestati que eorum",NA,32.8529319,36.6298883,NA
"1001","EDCS-15900124","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,"tituli sacri",NA,NA,NA,"// I(ovi) O(ptimo) M(aximo) H(eliopolitano) // (B)aebi//[us] // Ma(r)/tinu(s) / v(otum) s(olvit)","Iovi Optimo Maximo Heliopolitano Baebius Martinus votum solvit","GR",32.8529319,36.6298883,NA
"1002","EDCS-12700134","Arabia","Shahba / Shehba / Schuhba / Philippopolis",244,249,"tituli sacri",NA,NA,NA,"Divo Marino / eqq(uites) alae / Celerum / Philippianae","Divo Marino eqquites alae Celerum Philippianae",NA,32.8529319,36.6298883,"lapis"
"1003","EDCS-31300065","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.8529319,36.6298883,NA
"1004","EDCS-31300064","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.8529319,36.6298883,NA
"1005","EDCS-31800600","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.8529319,36.6298883,NA
"1006","EDCS-49000037","Arabia","Shahba / Shehba / Schuhba / Philippopolis",NA,NA,NA,NA,NA,NA,NA,NA,"GR",32.8529319,36.6298883,NA
"1007","EDCS-78500047","Arabia","Shaqqa / Schaqqa / Schakka / Saccaea / Maximianopolis",NA,NA,"tituli honorarii","tituli sacri",NA,NA,NA,NA,"GR",32.8971289,36.695745,"lapis"
"1008","EDCS-78500048","Arabia","Shaqqa / Schaqqa / Schakka / Saccaea / Maximianopolis",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,NA,"GR",32.8971289,36.695745,"lapis"
"1009","EDCS-21200191","Arabia","Shaqqa / Schaqqa / Schakka / Saccaea / Maximianopolis",NA,NA,NA,NA,NA,NA,"Pius Fel]ix Aug(ustus) Ge[r]manicus [3] / [3 tri]bunici(a)e potestatis pate[r 3] / [3]p restitutor orbis Alem[annorum victor]","Pius Felix Augustus Germanicus tribuniciae potestatis pater p restitutor orbis Alemannorum victor",NA,32.8971289,36.695745,NA
"1010","EDCS-77500128","Arabia","Shaykh Miskin / Sheikh Miskin / Hauranitas",340,350,"tituli honorarii",NA,NA,NA,NA,NA,"GR",32.8284957,36.1580681,"lapis"
"1011","EDCS-78700010","Arabia","Shenire",NA,NA,"tituli sepulcrales",NA,NA,NA,NA,NA,"GR",NA,NA,"lapis"
"1012","EDCS-78500052","Arabia","Souleim / Selaema",101,300,"tituli sacri",NA,NA,NA,NA,NA,"GR",NA,NA,"lapis"
"1013","EDCS-09701221","Arabia","Subehi",NA,NA,"miliaria",NA,NA,NA,"In]vi[ct]o [Aug(usto) pont(ifici) m]ax(imo) [","Invicto Augusto pontifici maximo",NA,NA,NA,"lapis"
"1014","EDCS-09701213","Arabia","Tell Ramit",305,306,"miliaria",NA,NA,NA,"Impe[ratori] / Caesari [3] / Di[cletiano] / [6] / [3] Maximiniano / [6] / [6] / [6] / [6] / [3] Aug(usto) [3] / [","Imperatori Caesari Dicletiano Maximiniano Augusto",NA,32.558461,36.014662,"lapis"
